avgRoomWallRatio,transError.mean.std
8.06038669655,0.187622165382
12.4734197923,0.117509395197
94.0246719844,0.150879627982
23.0972333146,0.0626106276575
17.2159380658,0.0363222141704
34.9170323836,0.0240230927776
40.1386183344,0.0231752964896
4.15960998171,0.244942705536
98.27407095,0.118403445404
32.0558355679,0.25684750383
31.8854450811,0.0468835943002
17.0310324486,0.0525575836354
17.8785937327,0.0652650350355
5.31889858635,0.0380406378831
11.6322524159,0.048698079138
16.7112958669,0.0471928668924
4.19025169616,0.015699391456
4.5851672727,0.0795487657361
28.2697955746,0.0609893108178
78.8607355756,0.0634488000674
5.76789137536,0.157331633444
9.94474092631,0.225853461955
9.40155834329,0.335983825039
15.5899748781,0.192289958812
13.2876366474,0.0925116985357
5.36699093475,0.173005460782
16.4235744233,0.150862439925
5.20590608492,0.113382526137
3.89560341955,0.0940625752148
28.751717776,0.228409668405
17.0235577735,0.0484971177734
16.5688430617,0.0700468458533
41.7117577663,0.287812908678
42.725871617,0.109859637786
74.578108553,0.30823195051
31.9225066807,0.251954545215
5.20722404423,0.158847840005
7.42424488488,0.112238353718
7.63297537834,0.0402882774962
21.7010848341,0.0825251437691
137.556377369,0.1264444763
20.6470540419,0.0703616797672
12.5838625992,0.114763250904
32.8475094999,0.0896356459078
23.8346876138,0.185040710074
21.4298943763,0.14370205831
257.915562133,0.281651273406
18.4384227154,0.217198105027
21.165267296,0.0868164172079
52.1209436869,0.121972989288
21.1597420627,0.0844506183324
372.057769319,0.0812632064472
21.6349184755,0.0478290808047
17.1761447181,0.165411061738
52.6797805223,0.063039235743
452.745366651,0.0862053699096
11.0567143812,0.123650418782
20.8609685098,0.166220167829
29.1017856064,0.205108169667
33.8993698932,0.067525357097
17.0002297373,0.0711609699581
13.0307686716,0.0754858045801
112.186234652,0.0664587250454
34.5694850639,0.06593977187
6.82477892286,0.17018166168
11.3478965674,0.060063217006
25.0965042526,0.14039673261
31.3640832419,0.0600886637503
5.11370107056,0.141798879212
5.66003775883,0.259118831645
31.0817993552,0.0554747715395
20.3487250038,0.22720282762
91.8956005443,0.0490437767207
91.5984252567,0.0852449136299

5-Fold RMSE:,0.0729243193378,0.101596141045,0.0636630747452,0.0580491716241,0.0580491716241
Average 5-Fold RMSE:,0.0780970000764

5-Fold rsquared:,-0.0732711998137,-0.183906100365,-0.050421431901,-0.00228542199802,-0.00228542199802
Average 5-Fold rsquared:,-0.114126880989
