totalTime,transError.mean.std
7629.68333333,0.187622165382
7180.75,0.117509395197
7743.55652174,0.150879627982
5871.41333333,0.0626106276575
2281.97894737,0.0363222141704
1354.59642857,0.0240230927776
1659.58214286,0.0231752964896
5198.54516129,0.244942705536
5477.86666667,0.118403445404
3536.62173913,0.25684750383
2830.96086957,0.0468835943002
1745.23513514,0.0525575836354
2208.06285714,0.0652650350355
1662.192,0.0380406378831
1609.00666667,0.048698079138
2145.56944444,0.0471928668924
2048.65333333,0.015699391456
3052.23428571,0.0795487657361
3764.16896552,0.0609893108178
3581.27058824,0.0634488000674
7052.875,0.157331633444
4358.37826087,0.225853461955
9170.88235294,0.335983825039
9315.98928571,0.192289958812
3083.37857143,0.0925116985357
10644.2714286,0.173005460782
5282.52058824,0.150862439925
6047.27826087,0.113382526137
3020.41666667,0.0940625752148
3506.38235294,0.228409668405
2408.40952381,0.0484971177734
2618.1826087,0.0700468458533
3122.75454545,0.287812908678
5479.196,0.109859637786
4442.33333333,0.30823195051
3697.00666667,0.251954545215
3580.12352941,0.158847840005
5922.8125,0.112238353718
1650.44782609,0.0402882774962
3136.37916667,0.0825251437691
3913.77777778,0.1264444763
2507.84230769,0.0703616797672
8273.10833333,0.114763250904
5024.57727273,0.0896356459078
2868.95833333,0.185040710074
5079.84,0.14370205831
5964.87241379,0.281651273406
5847.58333333,0.217198105027
2814.78857143,0.0868164172079
5177.86829268,0.121972989288
2649.53928571,0.0844506183324
7307.11666667,0.0812632064472
2228.52666667,0.0478290808047
2084.42916667,0.165411061738
3423.01111111,0.063039235743
6119.592,0.0862053699096
2439.62142857,0.123650418782
4293.42333333,0.166220167829
3703.52857143,0.205108169667
3426.39032258,0.067525357097
2034.859375,0.0711609699581
1896.65609756,0.0754858045801
4133.45185185,0.0664587250454
2596.04,0.06593977187
5151.05,0.17018166168
2637.14444444,0.060063217006
5440.36666667,0.14039673261
1954.06206897,0.0600886637503
4110.29615385,0.141798879212
3653.46571429,0.259118831645
2386.22592593,0.0554747715395
2968.16428571,0.22720282762
2600.284,0.0490437767207
5058.65263158,0.0852449136299

5-Fold RMSE:,0.0567882046846,0.0770236748894,0.0607899971766,0.0729393482839,0.0729393482839
Average 5-Fold RMSE:,0.069270233551

5-Fold rsquared:,0.237874159691,0.177674076087,-0.604215146671,0.333432064541,0.333432064541
Average 5-Fold rsquared:,0.0289364443192
