voronoi_avg_eigenvector_centrality,rotError.std.mean
0.0100393514149,0.0134886818182
0.0105135767838,0.00848306666667
0.0172969873425,0.00990715789474
0.0409830675628,0.00666489285714
0.0273961100812,0.00854714285714
0.00775762679381,0.0154531111111
0.00574053025445,0.0139629166667
0.00607997285304,0.0142382727273
0.0128790084879,0.00927660869565
0.017891627974,0.00886394594595
0.0253591873935,0.0103236571429
0.0288269155167,0.00831244
0.0272922929883,0.0120980666667
0.0219058444332,0.00902981081081
0.0297781088292,0.0070672
0.0309749814202,0.00862697142857
0.0124757824752,0.0107663448276
0.00765770647817,0.0146358235294
0.00766469551654,0.0153069130435
0.0140504632514,0.00836128571429
0.00385958981256,0.0141560606061
0.00941447966977,0.0130143076923
0.0120101922236,0.0213154358974
0.00768026339488,0.0118386923077
0.0286332432184,0.0129007
0.0137519009375,0.0117434782609
0.0321153716337,0.0171069
0.0117639351235,0.0201348076923
0.0102993499896,0.00883107692308
0.00831972874981,0.00979857575758
0.00813539809992,0.0108434193548
0.0103366706799,0.01273672
0.00323439217057,0.0201676538462
0.00533722428878,0.0242387692308
0.00771167569822,0.0134642666667
0.00884825240827,0.0164263142857
0.0385411562993,0.008347
0.0125414231222,0.0136369583333
0.013397586622,0.0145126
0.0195939573205,0.0110901538462
0.00617839133906,0.0162626538462
0.00780794728565,0.0139900769231
0.0172809652214,0.0113885652174
0.00757861267376,0.00808025641026
0.00720516326982,0.0127977692308
0.00830849954476,0.0142507037037
0.0193714444817,0.0175852258065
0.00863855085793,0.0131790810811
0.0157857386681,0.0140931785714
0.00954335364902,0.013008
0.0189069640465,0.0124418666667
0.0181565375695,0.01217428
0.0127487196601,0.0113095
0.00943801405487,0.01085984
0.0123575452517,0.013217275
0.0092119796945,0.0138498148148
0.0152906308222,0.00906033333333
0.0110621006247,0.0113865483871
0.0107519721017,0.01360234375
0.0109688701912,0.0114615121951
0.109089022235,0.00809121428571
0.0164346608041,0.0116139666667
0.00825178595754,0.0140091666667
0.0162847765897,0.0103575555556
0.00727309513956,0.0173899090909
0.0159238280504,0.0105403103448
0.00813813888448,0.0152154583333
0.0113764647388,0.00999909375
0.0145323256063,0.00975977777778
0.00351487462818,0.0581752916667
0.014957737734,0.00897219230769
0.011737521707,0.00749868
0.00855386841229,0.00801097368421
0.00348930382443,0.0207175

5-Fold RMSE:,0.0036103096393,0.00383415161601,0.00644822138959,0.00274615893781,0.00274615893781
Average 5-Fold RMSE:,0.00580457235672

5-Fold rsquared:,0.145108559316,0.165902882504,0.026675285126,-0.87378948357,-0.87378948357
Average 5-Fold rsquared:,-0.144299913818
